Date,Rented Bike Count,Hour,Temperature(°C),Humidity(%),Wind speed (m/s),Visibility (10m),Dew point temperature(°C),Solar Radiation (MJ/m2),Rainfall(mm),Snowfall (cm),Seasons,Holiday,Functioning Day,month
07/08/2018,1232,17,35.6,44.0,2.4,1860,21.4,1.69,0.0,0.0,Summer,No Holiday,Yes,8
10/09/2018,1125,9,14.411890691498932,52.0,1.9,2000,11.9,1.43,0.0,0.0,Autumn,No Holiday,Yes,9
17/10/2018,1896,17,16.9,34.0,2.5,2000,0.9,0.74,0.0,0.0,Autumn,No Holiday,Yes,10
12/01/2018,196,9,-14.9,40.0,1.2,1999,-25.5,0.16,0.0,0.0,Winter,No Holiday,Yes,1
24/09/2018,302,2,16.1,57.0,0.7,2000,7.5,0.0,0.0,0.0,Autumn,Holiday,Yes,9
28/05/2018,134,4,17.2,0.0,0.4,1619,8.8,0.0,0.0,0.0,Spring,No Holiday,Yes,5
03/11/2018,0,22,10.0,68.0,1.1,791,4.3,0.0,0.0,0.0,Autumn,No Holiday,No,11
21/05/2018,1612,15,23.3,38.0,1.5,1963,8.1,2.13,0.0,0.0,Spring,No Holiday,Yes,5
24/07/2018,715,1,29.1,64.0,1.2,2000,21.5,0.0,0.0,0.0,Summer,No Holiday,Yes,7
14/06/2018,1737,22,21.8,72.0,1.0,1952,16.5,0.0,0.0,0.0,Summer,No Holiday,Yes,6
27/07/2018,218,4,27.3,85.0,1.6,671,24.5,0.0,0.0,0.0,Summer,No Holiday,Yes,7
04/02/2018,54,3,-10.6,47.0,3.7,2000,-19.7,0.0,0.0,0.0,Winter,No Holiday,Yes,2
02/06/2018,1707,16,29.6,26.0,3.7,2000,8.0,2.58,0.0,0.0,Summer,No Holiday,Yes,6
17/01/2018,273,13,-7.761897396877843,54.0,1.8,435,-0.7,0.57,0.0,0.0,Winter,No Holiday,Yes,1
29/10/2018,658,23,4.3,58.0,1.4,2000,-3.2,0.0,0.0,0.0,Autumn,No Holiday,Yes,10
08/10/2018,1636,22,14.4,49.0,1.1,2000,3.8,0.0,0.0,0.0,Autumn,No Holiday,Yes,10
19/07/2018,329,5,23.6,88.0,0.2,604,21.4,0.0,0.0,0.0,Summer,No Holiday,Yes,7
08/05/2018,956,11,21.0,45.0,1.6,2000,8.6,2.89,0.0,0.0,Spring,No Holiday,Yes,5
21/04/2018,872,11,12.965805981918612,19.0,2.0,1172,-1.8,2.85,0.0,0.0,Spring,No Holiday,Yes,4
17/02/2018,223,18,-0.3,17.0,1.9,2000,-22.4,0.2,0.0,0.0,Winter,Holiday,Yes,2
19/03/2018,403,12,10.2,58.0,3.5,2000,2.2,0.32,0.0,0.0,Spring,No Holiday,Yes,3
18/01/2018,305,9,-3.1941904543636,84.0,0.5333333333333333,210,-1.2,0.07,0.0,0.0,Winter,No Holiday,Yes,1
24/08/2018,152,14,24.4,93.0,2.9,250,23.1,0.26,1.5,0.0,Summer,No Holiday,Yes,8
15/07/2018,632,2,25.1,85.0,1.1,1379,22.3,0.0,0.0,0.0,Summer,No Holiday,Yes,7
09/02/2018,199,10,-1.3,34.0,2.966666666666667,1192,-15.1,0.32,0.0,0.0,Winter,No Holiday,Yes,2
20/04/2018,970,14,25.9,28.0,2.2,808,5.9,2.92,0.0,0.0,Spring,No Holiday,Yes,4
18/07/2018,2692,18,32.0,50.0,2.6,1374,20.2,1.25,0.0,0.0,Summer,No Holiday,Yes,7
10/11/2018,679,1,13.825877220295835,78.0,1.1,467,7.4,0.0,0.0,0.0,Autumn,No Holiday,Yes,11
13/08/2018,903,9,29.4,74.0,2.0,917,24.2,1.18,0.0,0.0,Summer,No Holiday,Yes,8
28/02/2018,8,17,2.525092822824123,90.0,2.7,654,2.3,0.0,0.0,0.0,Winter,No Holiday,Yes,2
27/03/2018,560,11,15.8,40.0,1.9,647,2.2,1.95,0.0,0.0,Spring,No Holiday,Yes,3
29/01/2018,177,15,-5.2,27.0,2.766666666666667,1927,-21.3,1.06,0.0,0.0,Winter,No Holiday,Yes,1
19/04/2018,125,4,8.3,53.0,1.1,1007,-0.7,0.0,0.0,0.0,Spring,No Holiday,Yes,4
18/06/2018,997,14,29.8,36.0,2.0,1382,13.1,2.63,0.0,0.0,Summer,No Holiday,Yes,6
03/03/2018,218,0,0.5,34.0,2.066666666666667,1889,-13.5,0.0,0.0,0.0,Spring,No Holiday,Yes,3
09/05/2018,1602,22,15.9,60.0,2.6,2000,8.1,0.0,0.0,0.0,Spring,No Holiday,Yes,5
23/12/2017,337,1,5.7,75.0,1.7,706,1.6,0.0,0.0,0.0,Winter,No Holiday,Yes,12
23/10/2018,837,14,15.1,71.0,0.9,973,9.8,1.62,0.0,0.0,Autumn,No Holiday,Yes,10
18/04/2018,845,11,15.5,22.0,1.4,1762,-6.1,2.82,0.0,0.0,Spring,No Holiday,Yes,4
18/06/2018,436,2,20.7,76.0,1.1333333333333333,920,16.3,0.0,0.0,0.0,Summer,No Holiday,Yes,6
20/10/2018,154,5,8.1,76.0,0.6,1309,4.1,0.0,0.0,0.0,Autumn,No Holiday,Yes,10
29/07/2018,895,17,36.3,36.0,1.5,2000,18.8,1.87,0.0,0.0,Summer,No Holiday,Yes,7
08/11/2018,136,6,10.6,90.0,1.6,1065,9.0,0.0,1.5,0.0,Autumn,No Holiday,Yes,11
20/08/2018,1285,7,25.4,60.0,1.4,1879,17.0,0.16,0.0,0.0,Summer,No Holiday,Yes,8
13/09/2018,1200,15,27.8,49.0,1.4,1963,16.1,1.97,0.0,0.0,Autumn,No Holiday,Yes,9
07/07/2018,396,6,19.5,61.0,1.5,2000,11.7,0.03,0.0,0.0,Summer,No Holiday,Yes,7
24/06/2018,1754,17,30.9,34.0,2.5,1640,13.2,1.79,0.0,0.0,Summer,No Holiday,Yes,6
02/02/2018,280,9,-6.5,54.0,1.2,1541,-14.2,0.22,0.0,0.0,Winter,No Holiday,Yes,2
13/01/2018,67,8,-6.5,72.0,0.8,670,-10.7,0.0,0.0,0.2,Winter,No Holiday,Yes,1
01/02/2018,244,7,-8.7,64.0,0.5,1972,-14.2,0.0,0.0,1.6,Winter,No Holiday,Yes,2
27/08/2018,27,4,20.5,97.0,0.1,257,20.0,0.0,3.5,0.0,Summer,No Holiday,Yes,8
14/05/2018,1171,15,25.96661928566826,59.0,1.6,353,15.4,2.24,0.0,0.0,Spring,No Holiday,Yes,5
02/07/2018,58,4,20.8,97.0,1.0,2000,20.3,0.0,4.0,0.0,Summer,No Holiday,Yes,7
19/03/2018,731,21,8.0,47.0,3.3,2000,-2.6,0.0,0.0,0.0,Spring,No Holiday,Yes,3
15/09/2018,1273,16,24.4,74.0,0.6,1996,19.4,0.13,0.0,0.0,Autumn,No Holiday,Yes,9
15/01/2018,311,12,6.2,64.0,1.9,549,-0.1,0.79,0.0,0.0,Winter,No Holiday,Yes,1
18/08/2018,769,10,27.0,37.0,1.2,1962,11.0,2.32,0.0,0.0,Summer,No Holiday,Yes,8
31/12/2017,155,22,-2.1,36.0,1.7,2000,-15.2,0.0,0.0,0.0,Winter,Holiday,Yes,12
31/07/2018,626,12,35.2,39.0,1.2,2000,19.1,2.86,0.0,0.0,Summer,No Holiday,Yes,7
05/03/2018,2,3,5.7,92.0,2.0,458,4.4,0.0,1.5,0.0,Spring,No Holiday,Yes,3
16/08/2018,252,3,27.9,68.0,0.6,2000,21.4,0.0,0.0,0.0,Summer,No Holiday,Yes,8
28/06/2018,1246,9,24.8,75.0,1.1,1418,20.0,0.63,0.0,0.0,Summer,No Holiday,Yes,6
25/04/2018,1161,14,22.1,22.0,2.1,1470,-0.6,3.12,0.0,0.0,Spring,No Holiday,Yes,4
19/08/2018,264,4,23.6,61.0,0.3,2000,15.6,0.0,0.0,0.0,Summer,No Holiday,Yes,8
16/05/2018,135,6,22.1,94.0,0.9,269,21.0,0.0,2.0,0.0,Spring,No Holiday,Yes,5
16/05/2018,166,3,22.6,89.0,0.7,327,20.6,0.0,0.8,0.0,Spring,No Holiday,Yes,5
30/05/2018,1158,23,16.4,80.0,1.5,642,12.9,0.0,0.0,0.0,Spring,No Holiday,Yes,5
17/02/2018,267,16,1.3,15.0,4.2,2000,-22.5,1.63,0.0,0.0,Winter,Holiday,Yes,2
04/10/2018,0,16,17.95529512415844,41.0,1.0,2000,10.9,1.22,0.0,0.0,Autumn,No Holiday,No,10
08/09/2018,1107,0,19.2,53.0,2.033333333333333,2000,9.3,0.0,0.0,0.0,Autumn,No Holiday,Yes,9
15/10/2018,1271,7,11.5,81.0,0.6333333333333333,960,8.3,0.0,0.0,0.0,Autumn,No Holiday,Yes,10
15/04/2018,124,16,12.0,61.0,3.6,1374,4.6,0.57,0.0,0.0,Spring,No Holiday,Yes,4
05/04/2018,207,8,6.7,94.0,2.7,1127,5.7,0.05,2.0,0.0,Spring,No Holiday,Yes,4
05/10/2018,55,19,16.6,96.0,2.4,1072,15.9,0.0,1.5,0.0,Autumn,No Holiday,Yes,10
15/08/2018,1008,23,28.5,69.0,1.1,2000,22.2,0.0,0.0,0.0,Summer,Holiday,Yes,8
31/07/2018,584,6,27.9,63.0,0.5,2000,20.1,0.01,0.0,0.0,Summer,No Holiday,Yes,7
07/07/2018,2352,19,26.1,51.0,1.4,2000,15.1,0.32,0.0,0.0,Summer,No Holiday,Yes,7
10/01/2018,259,19,-8.5,35.0,2.9,2000,-21.2,0.0,0.0,0.0,Winter,No Holiday,Yes,1
10/09/2018,1467,16,27.5,39.0,1.5,2000,12.3,1.46,0.0,0.0,Autumn,No Holiday,Yes,9
01/12/2017,460,7,-7.4,38.0,0.9,2000,-19.3,0.0,0.0,0.0,Winter,No Holiday,Yes,12
28/05/2018,1128,14,28.7,36.0,2.6,1853,12.1,3.21,0.0,0.0,Spring,No Holiday,Yes,5
22/01/2018,249,14,3.3,73.0,0.4,744,-1.0,0.11,0.0,0.0,Winter,No Holiday,Yes,1
28/07/2018,313,6,28.0,85.0,0.8,647,25.2,0.01,0.0,0.0,Summer,No Holiday,Yes,7
11/04/2018,0,10,13.3,51.0,4.1,1487,3.3,2.17,0.0,0.0,Spring,No Holiday,No,4
31/10/2018,1176,20,7.6,59.0,0.7,2000,0.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,10
24/08/2018,30,4,24.5,88.0,2.0,1433,22.3,0.0,1.0,0.0,Summer,No Holiday,Yes,8
01/03/2018,231,19,-1.7,45.0,3.3,1375,-12.1,0.01,0.0,0.0,Spring,Holiday,Yes,3
28/11/2018,635,12,7.9,14.0,1.7,1688,-18.0,1.81,0.0,0.0,Autumn,No Holiday,Yes,11
22/02/2018,116,2,-9.837842063017696,57.0,0.0,1985,-10.2,0.0,0.0,0.0,Winter,No Holiday,Yes,2
11/03/2018,1205,16,11.9,25.0,2.7,1424,-7.5,1.83,0.0,0.0,Spring,No Holiday,Yes,3
17/04/2018,1727,18,17.1,31.0,3.3,1501,-0.1,0.93,0.0,0.0,Spring,No Holiday,Yes,4
12/06/2018,3404,18,24.9,53.0,3.6,2000,14.6,1.28,0.0,0.0,Summer,No Holiday,Yes,6
04/07/2018,1191,9,27.4,68.0,0.5,1941,20.9,1.31,0.0,0.0,Summer,No Holiday,Yes,7
21/12/2017,301,16,4.1,51.0,1.8,1112,-5.1,0.48,0.0,0.9,Winter,No Holiday,Yes,12
17/09/2018,868,10,21.7,60.0,1.7,1540,13.5,1.44,0.0,0.0,Autumn,No Holiday,Yes,9
16/04/2018,700,10,12.4,34.0,1.2,1943,-3.0,2.24,0.0,0.0,Spring,No Holiday,Yes,4
25/06/2018,1437,23,27.2,55.0,0.7,920,17.3,0.0,0.0,0.0,Summer,No Holiday,Yes,6
03/03/2018,159,7,0.1,43.0,1.4,1502,-11.0,0.0,0.0,0.0,Spring,No Holiday,Yes,3
02/10/2018,0,6,10.6,81.0,0.6333333333333333,1798,7.4,0.0,0.0,0.0,Autumn,No Holiday,No,10
15/05/2018,1080,13,27.8,34.0,1.5,1306,10.4,3.14,0.0,0.0,Spring,No Holiday,Yes,5
27/04/2018,140,4,10.2,65.0,1.5,970,3.9,0.0,0.0,0.0,Spring,No Holiday,Yes,4
24/04/2018,1215,22,10.4,43.0,0.7,2000,-1.6,0.0,0.0,0.0,Spring,No Holiday,Yes,4
12/07/2018,3016,18,27.5,77.0,2.1,1897,23.0,0.46,0.0,0.0,Summer,No Holiday,Yes,7
24/02/2018,509,16,5.9,21.0,3.0,1864,-14.8,1.34,0.0,0.0,Winter,No Holiday,Yes,2
26/11/2018,115,5,2.1,88.0,1.4,323,0.3,0.0,0.0,0.3,Autumn,No Holiday,Yes,11
13/11/2018,789,11,11.4,46.0,0.8,876,0.1,1.57,0.0,0.0,Autumn,No Holiday,Yes,11
15/01/2018,122,1,-2.5853292398097967,62.0,1.0666666666666667,835,-3.5,0.0,0.0,0.0,Winter,No Holiday,Yes,1
03/04/2018,124,4,16.9,74.0,1.2,1199,12.2,0.0,0.0,0.0,Spring,No Holiday,Yes,4
24/04/2018,68,2,10.1,83.0,1.4,2000,7.3,0.0,0.1,0.0,Spring,No Holiday,Yes,4
13/10/2018,1846,15,19.8,29.0,2.0,1246,1.2,1.97,0.0,0.0,Autumn,No Holiday,Yes,10
27/05/2018,1730,14,24.2,36.0,4.0,1907,8.1,2.16,0.0,0.0,Spring,No Holiday,Yes,5
22/03/2018,668,12,8.3,36.0,2.5,1665,-5.9,2.7,0.0,0.0,Spring,No Holiday,Yes,3
23/09/2018,1591,17,24.1,41.0,2.4,2000,10.0,1.17,0.0,0.0,Autumn,Holiday,Yes,9
04/02/2018,124,19,-7.7,31.0,3.3,2000,-21.9,0.0,0.0,0.0,Winter,No Holiday,Yes,2
07/08/2018,657,11,31.4,59.0,0.8,2000,22.4,1.3,0.0,0.0,Summer,No Holiday,Yes,8
05/12/2017,124,2,-6.8,41.0,2.5,2000,-17.8,0.0,0.0,0.0,Winter,No Holiday,Yes,12
04/04/2018,14,4,14.1,97.0,1.7,306,13.6,0.0,3.0,0.0,Spring,No Holiday,Yes,4
19/09/2018,0,11,23.6,55.0,0.6,1723,14.0,1.01,0.0,0.0,Autumn,No Holiday,No,9
23/06/2018,2175,21,23.8,68.0,1.3,694,17.5,0.0,0.0,0.0,Summer,No Holiday,Yes,6
07/06/2018,288,5,17.8,91.0,2.2,393,16.3,0.0,0.0,0.0,Summer,No Holiday,Yes,6
22/07/2018,1088,0,28.1,56.0,0.2,2000,18.4,0.0,0.0,0.0,Summer,No Holiday,Yes,7
16/05/2018,662,0,24.4,63.0,1.4333333333333336,745,16.8,0.0,0.0,0.0,Spring,No Holiday,Yes,5
27/08/2018,1571,22,20.371151882256065,88.0,0.6,2000,21.3,0.0,0.0,0.0,Summer,No Holiday,Yes,8
21/09/2018,1720,19,20.3,81.0,1.0,2000,16.9,0.02,0.0,0.0,Autumn,No Holiday,Yes,9
16/11/2018,412,6,10.772194554836856,65.0,0.5,713,0.9,0.0,0.0,0.0,Autumn,No Holiday,Yes,11
12/08/2018,387,3,28.5,62.0,1.0666666666666667,2000,20.5,0.0,0.0,0.0,Summer,No Holiday,Yes,8
04/08/2018,594,2,29.9,59.0,1.9,1902,21.0,0.0,0.0,0.0,Summer,No Holiday,Yes,8
15/10/2018,393,1,12.2,80.0,1.0333333333333334,1283,8.8,0.0,0.0,0.0,Autumn,No Holiday,Yes,10
18/06/2018,822,10,26.1,53.0,0.9,554,15.7,2.14,0.0,0.0,Summer,No Holiday,Yes,6
23/03/2018,724,20,6.7,48.0,2.6,774,-3.5,0.0,0.0,0.0,Spring,No Holiday,Yes,3
16/11/2018,894,22,22.536730830918806,72.0,1.4,848,1.5,0.0,0.0,0.0,Autumn,No Holiday,Yes,11
08/08/2018,489,2,28.3,84.0,2.1,1099,25.3,0.0,0.0,0.0,Summer,No Holiday,Yes,8
12/06/2018,454,1,17.7,92.0,0.9,1958,16.3,0.0,0.0,0.0,Summer,No Holiday,Yes,6
24/10/2018,1161,15,18.0,40.0,3.0,1808,4.1,1.71,0.0,0.0,Autumn,No Holiday,Yes,10
14/12/2017,282,13,-3.8,32.0,0.9,1827,-18.1,0.52,0.0,0.0,Winter,No Holiday,Yes,12
13/03/2018,890,16,26.963791762160007,53.0,3.7,1735,7.8,1.4,0.0,0.0,Spring,No Holiday,Yes,3
05/05/2018,716,1,12.1,54.0,1.3,1820,3.0,0.0,0.0,0.0,Spring,No Holiday,Yes,5
29/10/2018,884,15,11.0,46.0,3.4,2000,-0.1,0.57,0.0,0.0,Autumn,No Holiday,Yes,10
11/05/2018,565,1,12.4,84.0,1.8,287,9.7,0.0,0.0,0.0,Spring,No Holiday,Yes,5
28/01/2018,111,10,0.43433633210897016,35.0,1.9,1940,-18.9,0.53,0.0,0.0,Winter,No Holiday,Yes,1
20/05/2018,473,2,13.9,43.0,0.9,2000,1.5,0.0,0.0,0.0,Spring,No Holiday,Yes,5
08/08/2018,1079,7,28.2,82.0,1.5,985,24.8,0.19,0.0,0.0,Summer,No Holiday,Yes,8
17/07/2018,372,5,24.1,81.0,0.6333333333333333,1646,20.6,0.0,0.0,0.0,Summer,No Holiday,Yes,7
16/06/2018,1144,9,20.4,54.0,1.5,2000,10.7,1.88,0.0,0.0,Summer,No Holiday,Yes,6
30/01/2018,254,9,-9.9,49.0,0.8,1624,-18.6,0.2,0.0,0.0,Winter,No Holiday,Yes,1
12/03/2018,931,17,13.7,38.0,2.6,436,-0.3,1.0,0.0,0.0,Spring,No Holiday,Yes,3
20/11/2018,1269,17,9.8,28.0,2.4,1983,-7.8,0.29,0.0,0.0,Autumn,No Holiday,Yes,11
29/10/2018,906,22,5.1,58.0,2.2,2000,-2.4,0.0,0.0,0.0,Autumn,No Holiday,Yes,10
10/09/2018,487,1,20.5,58.0,1.7,2000,11.9,0.0,0.0,0.0,Autumn,No Holiday,Yes,9
15/12/2017,129,6,-7.4,64.0,0.7,906,-13.0,0.0,0.0,0.0,Winter,No Holiday,Yes,12
02/12/2017,167,3,-3.5,81.0,2.2,1221,-6.2,0.0,0.0,0.0,Winter,No Holiday,Yes,12
08/09/2018,511,7,16.0,70.0,1.1,2000,10.5,0.11,0.0,0.0,Autumn,No Holiday,Yes,9
17/06/2018,944,9,22.5,66.0,1.5999999999999999,605,15.8,0.97,0.0,0.0,Summer,No Holiday,Yes,6
24/03/2018,198,7,4.0,54.0,0.9,587,-4.4,0.01,0.0,0.0,Spring,No Holiday,Yes,3
10/08/2018,1198,23,30.4,58.0,1.4,2000,21.2,0.0,0.0,0.0,Summer,No Holiday,Yes,8
09/01/2018,166,22,-4.2,67.0,1.6,503,-9.4,0.0,0.0,0.0,Winter,No Holiday,Yes,1
20/09/2018,886,0,20.1,58.0,0.3,2000,11.5,0.0,0.0,0.0,Autumn,No Holiday,Yes,9
13/01/2018,168,22,-4.3,81.0,0.6333333333333333,435,-7.0,0.0,0.0,0.0,Winter,No Holiday,Yes,1
27/09/2018,326,2,15.7,53.0,1.4,2000,6.1,0.0,0.0,0.0,Autumn,No Holiday,Yes,9
02/11/2018,1242,20,11.7,45.0,1.2,1748,0.1,0.0,0.0,0.0,Autumn,No Holiday,Yes,11
08/06/2018,2314,17,26.9,49.0,2.3,1210,15.2,1.72,0.0,0.0,Summer,No Holiday,Yes,6
04/05/2018,1857,17,18.1,30.0,3.0,1925,0.2,1.86,0.0,0.0,Spring,No Holiday,Yes,5
06/01/2018,103,3,-5.6,56.0,1.0,1367,-13.0,0.0,0.0,0.0,Winter,No Holiday,Yes,1
21/12/2017,265,9,-5.3,88.0,0.4,463,-6.9,0.21,0.0,2.2,Winter,No Holiday,Yes,12
19/05/2018,2439,18,5.369967589942199,34.0,1.7,2000,7.1,1.22,0.0,0.0,Spring,No Holiday,Yes,5
09/12/2017,56,5,-4.7,49.0,0.8,1999,-13.8,0.0,0.0,0.0,Winter,No Holiday,Yes,12
08/12/2017,131,2,-4.3,53.0,1.0,1918,-12.4,0.0,0.0,0.0,Winter,No Holiday,Yes,12
04/09/2018,2259,20,23.7,49.0,3.3,2000,12.3,0.0,0.0,0.0,Autumn,No Holiday,Yes,9
25/01/2018,68,1,-16.1,42.0,2.2,2000,-26.0,0.0,0.0,0.7,Winter,No Holiday,Yes,1
12/08/2018,1337,21,28.9,83.0,0.3,1449,25.7,0.0,0.0,0.0,Summer,No Holiday,Yes,8
24/12/2017,128,23,0.0,63.0,3.2,884,-6.2,0.0,0.0,0.0,Winter,Holiday,Yes,12
22/02/2018,356,15,5.0,49.0,4.4,1138,-4.8,0.96,0.0,0.0,Winter,No Holiday,Yes,2
20/10/2018,1585,13,19.4,26.0,1.1,1942,-0.6,2.45,0.0,0.0,Autumn,No Holiday,Yes,10
06/05/2018,1290,22,16.4,80.0,1.2,2000,12.9,0.0,0.0,0.0,Spring,No Holiday,Yes,5
18/05/2018,1386,20,16.2,76.0,2.1,2000,11.9,0.02,0.0,0.0,Spring,No Holiday,Yes,5
07/01/2018,265,13,1.4,34.0,0.8,1394,-12.7,0.5,0.0,0.0,Winter,No Holiday,Yes,1
27/12/2017,466,18,-5.2,32.0,2.2,2000,-19.3,0.0,0.0,0.0,Winter,No Holiday,Yes,12
23/04/2018,41,1,10.6,87.0,2.3,1523,8.5,0.0,0.1,0.0,Spring,No Holiday,Yes,4
02/01/2018,373,17,0.3,27.0,1.5,2000,-16.5,0.18,0.0,0.0,Winter,No Holiday,Yes,1
06/04/2018,9,4,18.456881314566225,97.0,2.2,453,6.3,0.0,2.0,0.0,Spring,No Holiday,Yes,4
21/02/2018,276,11,0.2,22.0,2.2,1907,-19.0,1.57,0.0,0.0,Winter,No Holiday,Yes,2
20/11/2018,861,15,11.9,18.0,3.3,1848,-11.7,1.32,0.0,0.0,Autumn,No Holiday,Yes,11
06/05/2018,10,11,15.5,97.0,0.8,459,15.0,0.4,3.5,0.0,Spring,No Holiday,Yes,5
13/05/2018,2023,19,17.6,73.0,2.0,886,12.6,0.34,0.0,0.0,Spring,No Holiday,Yes,5
15/08/2018,474,3,29.1,70.0,0.3,1952,23.0,0.0,0.0,0.0,Summer,Holiday,Yes,8
15/06/2018,1004,10,22.0,56.0,1.5,1989,12.8,1.91,0.0,0.0,Summer,No Holiday,Yes,6
13/04/2018,1311,21,16.4,24.0,1.9333333333333333,1983,-4.2,0.0,0.0,0.0,Spring,No Holiday,Yes,4
23/07/2018,2051,20,31.5,61.0,1.8,2000,23.0,0.07,0.0,0.0,Summer,No Holiday,Yes,7
05/07/2018,933,14,30.347665941789398,67.0,3.0,1242,21.5,1.73,0.0,0.0,Summer,No Holiday,Yes,7
07/08/2018,1826,21,30.3,69.0,2.2,1834,23.9,0.0,0.0,0.0,Summer,No Holiday,Yes,8
28/04/2018,522,2,15.254969339427824,76.0,1.0,363,7.8,0.0,0.0,0.0,Spring,No Holiday,Yes,4
03/10/2018,1248,11,20.3,46.0,2.266666666666667,1409,8.2,2.29,0.0,0.0,Autumn,Holiday,Yes,10
23/07/2018,542,1,30.0,52.0,1.5,1774,19.0,0.0,0.0,0.0,Summer,No Holiday,Yes,7
07/03/2018,598,7,12.519540439869502,65.0,1.9,2000,-3.7,0.0,0.0,0.0,Spring,No Holiday,Yes,3
09/01/2018,52,5,-5.1,48.0,3.2,1821,-14.4,0.0,0.0,0.9,Winter,No Holiday,Yes,1
29/09/2018,1501,22,19.3,55.0,0.5,2000,10.0,0.0,0.0,0.0,Autumn,No Holiday,Yes,9
23/12/2017,260,19,6.0,76.0,1.1,219,2.0,0.0,0.0,0.0,Winter,No Holiday,Yes,12
16/01/2018,276,12,5.2,52.0,1.2,349,-3.8,0.45,0.0,0.0,Winter,No Holiday,Yes,1
16/10/2018,1108,13,19.4,31.0,2.0,1862,1.8,2.02,0.0,0.0,Autumn,No Holiday,Yes,10
24/02/2018,462,17,4.9,28.0,3.1,1477,-12.1,0.77,0.0,0.0,Winter,No Holiday,Yes,2
16/08/2018,668,12,34.5,44.0,2.2,2000,20.4,3.19,0.0,0.0,Summer,No Holiday,Yes,8
07/08/2018,443,2,27.9,68.0,0.9,2000,21.4,0.0,0.0,0.0,Summer,No Holiday,Yes,8
01/06/2018,2123,17,29.2,35.0,4.3,1967,12.1,1.87,0.0,0.0,Summer,No Holiday,Yes,6
28/11/2018,842,20,4.8,29.0,0.6,1756,-11.7,0.0,0.0,0.0,Autumn,No Holiday,Yes,11
18/09/2018,0,2,11.480585295773263,74.0,0.2,1866,14.0,0.0,0.0,0.0,Autumn,No Holiday,No,9
29/08/2018,862,7,25.0,85.0,3.0,2000,22.2,0.02,0.0,0.0,Summer,No Holiday,Yes,8
19/09/2018,0,7,19.0,74.0,0.8,1650,14.2,0.03,0.0,0.0,Autumn,No Holiday,No,9
13/08/2018,2367,18,33.1,59.0,3.1,1726,24.0,0.72,0.0,0.0,Summer,No Holiday,Yes,8
02/09/2018,1336,0,23.5,56.0,1.5,2000,14.2,0.0,0.0,0.0,Autumn,No Holiday,Yes,9
24/07/2018,1773,22,24.346359425386357,66.0,3.2,1511,22.7,0.0,0.0,0.0,Summer,No Holiday,Yes,7
16/01/2018,318,7,1.1,69.0,1.0999999999999999,418,-3.9,0.0,0.0,0.0,Winter,No Holiday,Yes,1
27/08/2018,1762,21,23.9,88.0,0.8,2000,21.7,0.0,0.0,0.0,Summer,No Holiday,Yes,8
30/10/2018,1442,19,8.0,52.0,2.1,2000,-1.2,0.0,0.0,0.0,Autumn,No Holiday,Yes,10
23/11/2018,1007,19,2.9,26.0,1.1,2000,-14.7,0.0,0.0,0.0,Autumn,No Holiday,Yes,11
31/08/2018,1789,22,24.1,80.0,0.9,1852,20.4,0.0,0.0,0.0,Summer,No Holiday,Yes,8
20/07/2018,672,6,24.6,82.0,0.2,1157,21.3,0.02,0.0,0.0,Summer,No Holiday,Yes,7
05/06/2018,742,1,20.0,67.0,0.7,1426,13.6,0.0,0.0,0.0,Summer,No Holiday,Yes,6
05/07/2018,827,10,31.678800672513997,75.0,1.1,1028,20.8,1.22,0.0,0.0,Summer,No Holiday,Yes,7
02/09/2018,388,7,20.2,65.0,1.4,2000,13.4,0.16,0.0,0.0,Autumn,No Holiday,Yes,9
18/05/2018,1263,21,23.63957974612149,73.0,2.3,2000,10.4,0.0,0.0,0.0,Spring,No Holiday,Yes,5
19/06/2018,1258,14,27.2,44.0,2.9,1377,13.8,2.59,0.0,0.0,Summer,No Holiday,Yes,6
06/06/2018,1400,12,27.3,51.0,2.8,703,16.2,3.16,0.0,0.0,Summer,Holiday,Yes,6
05/07/2018,568,2,23.6,80.0,1.5,879,19.9,0.0,0.0,0.0,Summer,No Holiday,Yes,7
29/12/2017,426,15,5.7,53.0,2.7,408,-3.1,0.65,0.0,0.0,Winter,No Holiday,Yes,12
09/09/2018,803,9,20.4,51.0,1.8,2000,9.9,1.43,0.0,0.0,Autumn,No Holiday,Yes,9
11/07/2018,2931,18,28.4,75.0,2.4,1564,23.5,0.52,0.0,0.0,Summer,No Holiday,Yes,7
08/09/2018,322,6,16.2,70.0,0.3,2000,10.7,0.0,0.0,0.0,Autumn,No Holiday,Yes,9
24/09/2018,754,12,20.3,34.0,2.6,2000,3.9,2.85,0.0,0.0,Autumn,Holiday,Yes,9
18/03/2018,309,1,5.7,55.0,1.4,1043,-2.6,0.0,0.0,0.0,Spring,No Holiday,Yes,3
19/10/2018,1188,7,7.3,72.0,0.4,2000,2.5,0.0,0.0,0.0,Autumn,No Holiday,Yes,10
14/03/2018,786,7,14.1,69.0,1.1,1692,8.4,0.0,0.0,0.0,Spring,No Holiday,Yes,3
27/07/2018,905,16,35.0,55.0,2.8,835,24.6,1.56,0.0,0.0,Summer,No Holiday,Yes,7
20/03/2018,165,2,5.1,44.0,3.4,2000,-6.1,0.0,0.0,0.0,Spring,No Holiday,Yes,3
